gene_symbol,human_gene_id,ensembl_gene_id,uniprot_id,synonyms,description,curated_gene_list,curation_evidence,sub_mito_location,pathways,targetp_score,mito_domain_score,coexpression_gnf_n50_score,pgc_induction_score,yeast_mito_homolog_score,rickettsia_homolog_score,msms_score
ATP5PB,515,ENSG00000116459,P24539,ATP5F1|PIG47,ATP synthase peripheral stalk-membrane subunit b,curated,"literature, APEX_matrix, yeast mito homolog++, mito protein domain+, MS/MS++",MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,4.0,MitoDomain,,,OrthologMitoHighConf,NoHomolog,75-100pure
COX7C,1350,ENSG00000127184,P15954,-,cytochrome c oxidase subunit 7C,curated,"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, MS/MS++",MIM,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,4.0,MitoDomain,,,OrthologMitoHighConf,NoHomolog,75-100pure
CHCHD3,54927,ENSG00000106554,Q9NX63,MICOS19|MINOS3|Mic19|PPP1R22,coiled-coil-helix-coiled-coil-helix domain containing 3,curated,"literature, APEX_IMS, APEX_matrix, GFP, yeast mito homolog, induction, coexpression++, MS/MS++",MIM,Mitochondrial dynamics and surveillance > Cristae formation > MICOS complex | Mitochondrial dynamics and surveillance > Intramitochondrial membrane interactions,,,44.0,1.34,HomologMitoHighConf,NoHomolog,75-100pure
COQ10B,80219,ENSG00000115520,Q9H8M1,-,coenzyme Q10B,curated,"GFP, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain+, MS/MS+",MIM,Metabolism > Metals and cofactors > Coenzyme Q metabolism,2.0,MitoDomain,4.0,,OrthologMitoLowConf,Homolog,25-50pure
ACSF3,197322,ENSG00000176715,Q4G176,-,acyl-CoA synthetase family member 3,curated,"APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, coexpression+, MS/MS++",Matrix,Metabolism > Lipid metabolism > Type II fatty acid synthesis,1.0,SharedDomain,30.0,,NoMitoHomolog,Homolog,50-75pure
POLDIP2,26073,ENSG00000004142,Q9Y2S7,PDIP38|POLD4|p38,DNA polymerase delta interacting protein 2,curated,"literature, APEX_matrix, targetP signal+, induction, coexpression++, MS/MS++",Matrix,Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid,1.0,NonMitoDomain,41.0,0.73,NoMitoHomolog,NoHomolog,50-75pure
SLC25A10,1468,ENSG00000183048,Q9UBX3,DIC|MTDPS19,solute carrier family 25 member 10,curated,"literature, yeast mito homolog+, mito protein domain+, coexpression, MS/MS++",MIM,Metabolism > Carbohydrate metabolism > Gluconeogenesis | Metabolism > Carbohydrate metabolism > Malate-aspartate shuttle | Small molecule transport > SLC25A family,,MitoDomain,14.0,,OrthologMitoLowConf,NoHomolog,75-100pure
SLC25A13,10165,ENSG00000004864,Q9UJS0,ARALAR2|CITRIN|CTLN2|NICCD,solute carrier family 25 member 13,curated,"literature, yeast mito homolog+, mito protein domain+, coexpression, MS/MS++",MIM,Metabolism > Carbohydrate metabolism > Malate-aspartate shuttle | Metabolism > Amino acid metabolism > Urea cycle | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > SLC25A family,,MitoDomain,10.0,,OrthologMitoLowConf,NoHomolog,75-100pure
PDK3,5165,ENSG00000067992,Q15120,CMTX6|GS1-358P8.4,pyruvate dehydrogenase kinase 3,curated,"literature, APEX_matrix, targetP signal, yeast mito homolog+, mito protein domain+, MS/MS++",Matrix,Metabolism > Carbohydrate metabolism > Pyruvate metabolism,2.0,MitoDomain,4.0,,OrthologMitoLowConf,NoHomolog,50-75pure
ME3,10873,ENSG00000151376,Q16798,NADP-ME,malic enzyme 3,curated,"literature, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS++",Matrix,Metabolism > Carbohydrate metabolism > TCA-associated,5.0,SharedDomain,15.0,,OrthologMitoLowConf,Homolog,75-100pure
MRPL22,29093,ENSG00000082515,Q9NWU5,HSPC158|L22mt|MRP-L22|MRP-L25|RPML25,mitochondrial ribosomal protein L22,curated,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS++",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,2.0,SharedDomain,,,OrthologMitoHighConf,Homolog,50-75pure
IDH2,3418,ENSG00000182054,P48735,D2HGA2|ICD-M|IDH|IDHM|IDP|IDPM|mNADP-IDH,isocitrate dehydrogenase (NADP(+)) 2,curated,"literature, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++",Matrix,Metabolism > Carbohydrate metabolism > TCA cycle,1.0,SharedDomain,6.0,1.06,NoMitoHomolog,Homolog,50-75pure
GCDH,2639,ENSG00000105607,Q92947,ACAD5|GCD,glutaryl-CoA dehydrogenase,curated,"literature, APEX_matrix, targetP signal+, mito protein domain+, coexpression, MS/MS++",Matrix,Metabolism > Amino acid metabolism > Lysine metabolism,1.0,MitoDomain,12.0,,NoMitoHomolog,NoHomolog,50-75pure
MRPL47,57129,ENSG00000136522,Q9HD33,CGI-204|L47mt|MRP-L47|NCM1,mitochondrial ribosomal protein L47,curated,"literature, APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain, induction, coexpression",Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > Translation > Mitochondrial ribosome,1.0,SharedDomain,9.0,3.04,OrthologMitoHighConf,NoHomolog,50-75crude
PPA2,27068,ENSG00000138777,Q9H2U2,HSPC124|SCFAI|SCFI|SID6-306,inorganic pyrophosphatase 2,curated,"literature, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, coexpression, MS/MS++",Matrix,Mitochondrial central dogma > mtDNA maintenance | Mitochondrial central dogma > mtRNA metabolism | Mitochondrial central dogma > Translation | Metabolism > Nucleotide metabolism,1.0,SharedDomain,25.0,,NoMitoHomolog,Homolog,75-100pure
MRPL9,65005,ENSG00000143436,Q9BYD2,L9mt,mitochondrial ribosomal protein L9,curated,"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,2.0,SharedDomain,32.0,0.67,NoMitoHomolog,Ortholog,50-75ambig
CHCHD10,400916,ENSG00000250479|ENSG00000273607,Q8WYQ3,C22orf16|FTDALS2|IMMD|MIX17A|N27C7-4|SMAJ,coiled-coil-helix-coiled-coil-helix domain containing 10,curated,"literature, targetP signal, yeast mito homolog+, mito protein domain, induction, coexpression++",IMS,0,2.0,SharedDomain,46.0,5.24,OrthologMitoLowConf,NoHomolog,
WARS2,10352,ENSG00000116874,Q9UGM6,NEMMLAS|TrpRS|mtTrpRS,"tryptophanyl tRNA synthetase 2, mitochondrial",curated,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS",Matrix,Mitochondrial central dogma > Translation > mt-tRNA synthetases,2.0,SharedDomain,5.0,,OrthologMitoHighConf,Ortholog,25-50ambig
SLC25A19,60386,ENSG00000125454,Q9HC21,DNC|MCPHA|MUP1|THMD3|THMD4|TPC,solute carrier family 25 member 19,curated,"literature, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS",MIM,Metabolism > Vitamin metabolism > Vitamin B1 metabolism | Small molecule transport > SLC25A family,,MitoDomain,16.0,0.95,OrthologMitoHighConf,NoHomolog,25-50ambig
CBR4,84869,ENSG00000145439,Q8N4T8,SDR45C1,carbonyl reductase 4,curated,"literature, APEX_matrix, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS++",Matrix,Metabolism > Lipid metabolism > Type II fatty acid synthesis,4.0,SharedDomain,37.0,1.05,NoMitoHomolog,Homolog,75-100pure
SMDT1,91689,ENSG00000183172|ENSG00000272835|ENSG00000272901|ENSG00000274112,Q9H4I9,C22orf32|DDDD|EMRE,single-pass membrane protein with aspartate rich tail 1,curated,"literature, targetP signal, mito protein domain+, induction, coexpression+, MS/MS",MIM,Signaling > Calcium homeostasis > Calcium cycle | Small molecule transport > Calcium uniporter,2.0,MitoDomain,38.0,0.97,NoMitoHomolog,NoHomolog,50-75ambig
HAGH,3029,ENSG00000063854,Q16775,GLO2|GLX2|GLXII|HAGH1,hydroxyacylglutathione hydrolase,curated,"literature, APEX_matrix, targetP signal+, mito protein domain, induction, coexpression, MS/MS++",Matrix,Metabolism > Detoxification > ROS and glutathione metabolism,1.0,SharedDomain,11.0,3.34,NoMitoHomolog,NoHomolog,50-75pure
COX7A1,1346,ENSG00000161281,P24310,COX7A|COX7AH|COX7AM,cytochrome c oxidase subunit 7A1,curated,"literature, targetP signal, mito protein domain+, induction, coexpression, MS/MS+",MIM,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,2.0,MitoDomain,19.0,6.03,NoMitoHomolog,NoHomolog,25-50pure
MTG1,92170,ENSG00000148824,Q9BT17,GTP|GTPBP7,mitochondrial ribosome associated GTPase 1,curated,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression+, MS/MS",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,3.0,SharedDomain,35.0,,OrthologMitoHighConf,Homolog,25-50ambig
COX14,84987,ENSG00000178449,Q96I36,C12orf62|PCAG1,cytochrome c oxidase assembly factor COX14,curated,"literature, GFP, mito protein domain+, induction, coexpression++, MS/MS+",MIM,Mitochondrial central dogma > Translation > Translation factors | OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,,MitoDomain,48.0,1.13,NoMitoHomolog,NoHomolog,75-100ambig
NDUFA12,55967,ENSG00000184752,Q9UI09,B17.2|DAP13|MC1DN23,NADH:ubiquinone oxidoreductase subunit A12,curated,"literature, APEX_matrix, Rickettsial homolog, coexpression++, MS/MS++",MIM,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,5.0,,47.0,,NoMitoHomolog,Ortholog,75-100pure
MRPS16,51021,ENSG00000182180,Q9Y3D3,CGI-132|COXPD2|MRP-S16|RPMS16,mitochondrial ribosomal protein S16,curated,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS+",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,2.0,SharedDomain,,,OrthologMitoHighConf,Ortholog,75-100ambig
MTERF2,80298,ENSG00000120832,Q49AM1,MTERFD3|mTERFL,mitochondrial transcription termination factor 2,curated,"literature, APEX_matrix, targetP signal+, mito protein domain+, induction, coexpression, MS/MS",Matrix,Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid,1.0,MitoDomain,22.0,1.06,NoMitoHomolog,NoHomolog,25-50ambig
ETFRF1,144363,ENSG00000205707,Q6IPR1,LYRM5,electron transfer flavoprotein regulatory factor 1,curated,"mito protein domain+, induction, coexpression, MS/MS++",Matrix,"Metabolism > Electron carriers > Q-linked reactions, other",,MitoDomain,26.0,1.73,NoMitoHomolog,NoHomolog,75-100pure
GPD2,2820,ENSG00000115159,P43304,GDH2|GPDM|mGDH|mGPDH,glycerol-3-phosphate dehydrogenase 2,curated,"literature, APEX_IMS, yeast mito homolog++, mito protein domain, coexpression, MS/MS++",MIM,"Metabolism > Carbohydrate metabolism > Glycerol phosphate shuttle | Metabolism > Electron carriers > Q-linked reactions, other",4.0,SharedDomain,15.0,,OrthologMitoHighConf,NoHomolog,75-100pure
NDUFA10,4705,ENSG00000130414,O95299,CI-42KD|CI-42k|MC1DN22,NADH:ubiquinone oxidoreductase subunit A10,curated,"literature, targetP signal, mito protein domain, coexpression++, MS/MS++",MIM,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,2.0,SharedDomain,46.0,,NoMitoHomolog,NoHomolog,75-100pure
NDUFC2,4718,ENSG00000151366,O95298,B14.5b|CI-B14.5b|HLC-1|NADHDH2,NADH:ubiquinone oxidoreductase subunit C2,curated,"literature, APEX_IMS, mito protein domain+, coexpression++, MS/MS++",MIM,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,,MitoDomain,46.0,,NoMitoHomolog,NoHomolog,75-100pure
SLIRP,81892,ENSG00000119705,Q9GZT3,C14orf156|DC50|PD04872,SRA stem-loop interacting RNA binding protein,curated,"literature, APEX_matrix, GFP, targetP signal+, mito protein domain, induction, coexpression, MS/MS++",Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay | Mitochondrial central dogma > Translation,1.0,SharedDomain,11.0,1.03,NoMitoHomolog,NoHomolog,75-100pure
MT-ATP6,4508,ENSG00000198899,P00846,ATPase6|MTATP6,ATP synthase F0 subunit 6,curated,"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain+, MS/MS+",MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,,MitoDomain,,,OrthologMitoHighConf,Ortholog,25-50pure
MT-CO2,4513,ENSG00000198712,P00403,COII|MTCO2,cytochrome c oxidase subunit II,curated,"literature, APEX_IMS, APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain+, MS/MS+",MIM,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,,MitoDomain,,,OrthologMitoHighConf,Ortholog,25-50pure
TIMM21,29090,ENSG00000075336,Q9BVV7,C18orf55|HSPC154|TIM21,translocase of inner mitochondrial membrane 21,curated,"APEX_IMS, GFP, yeast mito homolog++, mito protein domain+, coexpression, MS/MS",MIM,"Mitochondrial central dogma > Translation > Translation factors | Protein import, sorting and homeostasis > Protein import and sorting > TIM23 presequence pathway | OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors",5.0,MitoDomain,22.0,,OrthologMitoHighConf,NoHomolog,25-50ambig
NDUFA8,4702,ENSG00000119421,P51970,CI-19KD|CI-PGIV|PGIV,NADH:ubiquinone oxidoreductase subunit A8,curated,"literature, APEX_IMS, mito protein domain, induction, coexpression++, MS/MS++",MIM,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,,SharedDomain,48.0,1.84,NoMitoHomolog,NoHomolog,75-100pure
GLS,2744,ENSG00000115419,O94925,AAD20|CASGID|EIEE71|GAC|GAM|GDPAG|GLS1|KGA,glutaminase,curated,"literature, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain+, MS/MS++",MIM,Metabolism > Amino acid metabolism > Glutamate metabolism,1.0,MitoDomain,1.0,0.43,NoMitoHomolog,Homolog,50-75pure
NDUFB11,54539,ENSG00000147123,Q9NX14,CI-ESSS|ESSS|MC1DN30|NP17.3|Np15|P17.3,NADH:ubiquinone oxidoreductase subunit B11,curated,"literature, APEX_IMS, APEX_matrix, targetP signal+, coexpression++, MS/MS++",MIM,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,1.0,,48.0,,NoMitoHomolog,NoHomolog,50-75pure
DHTKD1,55526,ENSG00000181192,Q96HY7,AMOXAD|CMT2Q,dehydrogenase E1 and transketolase domain containing 1,curated,"APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain+, MS/MS",Matrix,Metabolism > Amino acid metabolism > Lysine metabolism,2.0,MitoDomain,,,OrthologMitoLowConf,Homolog,50-75ambig
FAHD2A,51011,ENSG00000115042,Q96GK7,CGI-105,fumarylacetoacetate hydrolase domain containing 2A,curated,"APEX_matrix, targetP signal, mito protein domain, induction, coexpression, MS/MS++",Matrix,0,2.0,SharedDomain,15.0,1.0,HomologMitoLowConf,NoHomolog,75-100pure
HSD17B8,7923,ENSG00000112474|ENSG00000204228|ENSG00000225312|ENSG00000228357|ENSG00000228712|ENSG00000232357,Q92506,D6S2245E|FABG|FABGL|H2-KE6|HKE6|KE6|RING2|SDR30C1|dJ1033B10.9,hydroxysteroid 17-beta dehydrogenase 8,curated,"APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, coexpression, MS/MS++",Matrix,"Metabolism > Lipid metabolism > Type II fatty acid synthesis | Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis",1.0,SharedDomain,21.0,,NoMitoHomolog,Homolog,50-75pure
HINT2,84681,ENSG00000137133,Q9BX68,HIT-17,histidine triad nucleotide binding protein 2,curated,"APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, coexpression, MS/MS++",Matrix,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis",1.0,SharedDomain,22.0,,NoMitoHomolog,Homolog,50-75pure
MRPS5,64969,ENSG00000144029,P82675,MRP-S5|S5mt,mitochondrial ribosomal protein S5,curated,"literature, APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,,SharedDomain,19.0,2.95,OrthologMitoHighConf,Homolog,25-50ambig
C6orf136,221545,ENSG00000204564|ENSG00000206487|ENSG00000224120|ENSG00000233164|ENSG00000233641|ENSG00000237012|ENSG00000237100,Q5SQH8,-,chromosome 6 open reading frame 136,curated,"targetP signal, induction, coexpression++, MS/MS+",Matrix,0,2.0,,45.0,2.65,NoMitoHomolog,NoHomolog,25-50pure
SPRYD4,283377,ENSG00000176422,Q8WW59,-,SPRY domain containing 4,curated,"APEX_matrix, GFP, targetP signal+, mito protein domain, coexpression+, MS/MS++",Matrix,0,1.0,SharedDomain,35.0,0.15,NoMitoHomolog,NoHomolog,75-100pure
LIPT2,387787,ENSG00000175536,A6NK58,-,lipoyl(octanoyl) transferase 2,curated,"targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression, MS/MS",Matrix,Metabolism > Lipid metabolism > Lipoate insertion,2.0,SharedDomain,22.0,,HomologMitoHighConf,Ortholog,50-75ambig
DECR1,1666,ENSG00000104325,Q16698,DECR|NADPH|SDR18C1,"2,4-dienoyl-CoA reductase 1",curated,"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, coexpression+, MS/MS++",Matrix,Metabolism > Lipid metabolism > Fatty acid oxidation,2.0,SharedDomain,39.0,,NoMitoHomolog,Homolog,75-100pure
MRPS26,64949,ENSG00000125901,Q9BYN8,C20orf193|GI008|MRP-S13|MRP-S26|MRPS13|NY-BR-87|RPMS13|dJ534B8.3,mitochondrial ribosomal protein S26,curated,"literature, APEX_matrix, targetP signal, mito protein domain+, induction, coexpression, MS/MS+",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,2.0,MitoDomain,10.0,0.86,NoMitoHomolog,NoHomolog,75-100ambig
SLC25A15,10166,ENSG00000102743,Q9Y619,D13S327|HHH|LNC-HC|ORC1|ORNT1,solute carrier family 25 member 15,curated,"literature, yeast mito homolog+, mito protein domain+, coexpression, MS/MS++",MIM,Metabolism > Amino acid metabolism > Urea cycle | Small molecule transport > SLC25A family,,MitoDomain,8.0,,OrthologMitoLowConf,NoHomolog,75-100pure
NDUFV3,4731,ENSG00000160194,P56181,CI-10k|CI-9KD,NADH:ubiquinone oxidoreductase subunit V3,curated,"literature, APEX_matrix, targetP signal, induction, coexpression++, MS/MS++",MIM,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,3.0,,45.0,0.58,NoMitoHomolog,NoHomolog,50-75pure
BPHL,670,ENSG00000137274,Q86WA6,BPH-RP|MCNAA|VACVASE,biphenyl hydrolase like,curated,"targetP signal+, Rickettsial homolog, mito protein domain, coexpression, MS/MS++",Matrix,Metabolism > Detoxification > Xenobiotic metabolism,1.0,SharedDomain,14.0,,NoMitoHomolog,Homolog,75-100pure
STOML2,30968,ENSG00000165283,Q9UJZ1,HSPC108|SLP-2,stomatin like 2,curated,"literature, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, coexpression, MS/MS++",MIM,"Protein import, sorting and homeostasis > Protein homeostasis",1.0,SharedDomain,16.0,,NoMitoHomolog,Homolog,75-100pure
MSRB2,22921,ENSG00000148450,Q9Y3D2,CBS-1|CBS1|CGI-131|MSRB|PILB,methionine sulfoxide reductase B2,curated,"APEX_matrix, targetP signal, yeast mito homolog+, mito protein domain, coexpression, MS/MS++",Matrix,Metabolism > Detoxification > ROS and glutathione metabolism | Metabolism > Sulfur metabolism,2.0,SharedDomain,7.0,0.38,OrthologMitoLowConf,NoHomolog,50-75pure
LACTB,114294,ENSG00000103642,P83111,G24|MRPL56,lactamase beta,curated,"literature, APEX_IMS, targetP signal+, Rickettsial homolog, mito protein domain, coexpression, MS/MS++",IMS,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases | Metabolism > Lipid metabolism > Phospholipid metabolism",1.0,SharedDomain,5.0,,NoMitoHomolog,Ortholog,50-75pure
TOMM40,10452,ENSG00000130204,O96008,C19orf1|D19S1177E|PER-EC1|PEREC1|TOM40,translocase of outer mitochondrial membrane 40,curated,"literature, yeast mito homolog+, mito protein domain+, coexpression, MS/MS++",MOM,"Protein import, sorting and homeostasis > Protein import and sorting > TOM",,MitoDomain,5.0,0.45,OrthologMitoLowConf,NoHomolog,50-75pure
SLC25A25,114789,ENSG00000148339,Q6KCM7,MCSC|PCSCL|SCAMC-2,solute carrier family 25 member 25,curated,"literature, yeast mito homolog+, mito protein domain+, coexpression, MS/MS++",MIM,Metabolism > Nucleotide metabolism > Nucleotide import | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > SLC25A family,,MitoDomain,6.0,-0.33,OrthologMitoLowConf,NoHomolog,50-75pure
